user_id,day_0,day_1,day_2,day_3,day_4,day_5,day_6
309633,browse_to_purchase,no_browse,no_browse,browse_to_add_to_consider,no_browse,no_browse,browse_to_purchase
305950,browse,no_browse,no_browse,no_browse,browse,no_browse,browse_to_purchase
331825,browse,no_browse,no_browse,no_browse,browse,no_browse,browse_to_purchase
378332,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
317177,browse,no_browse,no_browse,no_browse,browse_to_add_to_consider,no_browse,browse_to_purchase
101812,browse_to_purchase,browse,no_browse,browse,browse_to_add_to_consider,no_browse,browse_to_purchase
194981,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
135136,browse_to_add_to_consider,no_browse,no_browse,no_browse,browse,no_browse,browse_to_purchase
361403,browse,browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
145262,browse_to_purchase,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
278734,browse,no_browse,no_browse,no_browse,no_browse,browse,browse_to_purchase
163329,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
238377,browse,no_browse,browse_to_add_to_consider,no_browse,no_browse,no_browse,browse_to_purchase
301195,browse,no_browse,no_browse,browse_to_purchase,no_browse,no_browse,directly_purchase
245065,browse,no_browse,browse_to_purchase,no_browse,no_browse,no_browse,browse_to_purchase
398147,browse,no_browse,browse,no_browse,browse_to_purchase,browse,browse_to_purchase
15969,browse,no_browse,no_browse,no_browse,no_browse,browse,browse_to_purchase
156742,browse,browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
77291,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
301711,browse_to_add_to_consider,browse,browse_to_add_to_consider,no_browse,no_browse,no_browse,browse_to_purchase
110762,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
328668,browse_to_add_to_consider,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
55426,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
111877,browse,no_browse,browse_to_add_to_consider,no_browse,no_browse,no_browse,browse_to_purchase
354843,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
250698,browse_to_purchase,browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
230295,browse,no_browse,no_browse,no_browse,browse_to_add_to_consider,no_browse,browse_to_purchase
176862,browse_to_purchase,browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
361663,browse_to_purchase,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
239718,browse,no_browse,no_browse,browse_to_add_to_consider,no_browse,browse,browse_to_purchase
41537,browse,browse_to_add_to_consider,no_browse,no_browse,browse,no_browse,browse_to_purchase
302693,directly_add_to_consider,directly_add_to_consider,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
85270,directly_add_to_consider,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
10804,browse_to_purchase,no_browse,no_browse,no_browse,no_browse,no_browse,directly_purchase
23715,directly_add_to_consider,no_browse,no_browse,no_browse,no_browse,no_browse,directly_purchase
251725,browse,no_browse,no_browse,no_browse,browse,browse,browse_to_purchase
199671,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
422333,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
151950,browse,no_browse,no_browse,browse,no_browse,browse,browse_to_purchase
61335,browse,no_browse,no_browse,no_browse,browse,no_browse,browse_to_purchase
278542,directly_add_to_consider,no_browse,no_browse,directly_add_to_consider,browse_to_add_to_consider,no_browse,browse_to_purchase
325993,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
185776,browse_to_purchase,no_browse,no_browse,no_browse,no_browse,browse_to_add_to_consider,browse_to_purchase
117776,directly_add_to_consider,no_browse,no_browse,no_browse,browse_to_add_to_consider,no_browse,browse_to_purchase
348645,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
302971,browse,no_browse,no_browse,no_browse,browse,no_browse,browse_to_purchase
232146,directly_add_to_consider,no_browse,no_browse,no_browse,no_browse,browse_to_add_to_consider,browse_to_purchase
149719,browse_to_purchase,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
150901,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
398795,browse,no_browse,browse,no_browse,no_browse,no_browse,browse_to_purchase
192686,browse_to_add_to_consider,no_browse,no_browse,browse_to_add_to_consider,browse_to_add_to_consider,browse_to_add_to_consider,browse_to_purchase
359610,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
208238,browse,no_browse,no_browse,no_browse,browse,no_browse,browse_to_purchase
364761,browse,browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
74826,browse,no_browse,browse_to_purchase,no_browse,no_browse,no_browse,browse_to_purchase
386188,browse,no_browse,no_browse,no_browse,browse,no_browse,browse_to_purchase
211944,browse,browse,no_browse,no_browse,no_browse,browse,browse_to_purchase
44697,browse,no_browse,no_browse,browse,browse,browse,browse_to_purchase
44060,browse,no_browse,browse,browse,no_browse,no_browse,browse_to_purchase
416067,browse_to_purchase,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
176836,browse_to_add_to_consider,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
317782,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
168027,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
342774,browse_to_purchase,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
60206,browse,no_browse,no_browse,browse_to_add_to_consider,no_browse,browse,browse_to_purchase
369067,browse_to_add_to_consider,browse_to_add_to_consider,no_browse,no_browse,browse_to_add_to_consider,browse,browse_to_purchase
299761,browse,no_browse,no_browse,no_browse,no_browse,browse,browse_to_purchase
52351,browse,no_browse,no_browse,no_browse,no_browse,browse_to_add_to_consider,browse_to_purchase
58227,browse,browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
373568,browse_to_purchase,browse,no_browse,browse,browse_to_purchase,browse_to_purchase,browse_to_purchase
217623,browse_to_add_to_consider,no_browse,no_browse,browse,no_browse,no_browse,directly_purchase
31956,browse_to_add_to_consider,browse,no_browse,browse_to_add_to_consider,no_browse,no_browse,browse_to_purchase
344010,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
38641,browse,no_browse,no_browse,no_browse,no_browse,directly_add_to_consider,browse_to_purchase
410770,browse_to_purchase,no_browse,browse,no_browse,no_browse,no_browse,browse_to_purchase
407388,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
182065,browse,browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
183632,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
409967,browse,no_browse,no_browse,no_browse,browse,no_browse,directly_purchase
182252,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
352882,browse,no_browse,no_browse,browse,no_browse,no_browse,browse_to_purchase
56093,directly_add_to_consider,browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
378582,browse,no_browse,browse,no_browse,no_browse,browse,browse_to_purchase
250320,browse_to_add_to_consider,no_browse,no_browse,browse,browse,no_browse,browse_to_purchase
135229,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
157199,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
284438,browse,no_browse,browse,no_browse,no_browse,directly_add_to_consider,directly_purchase
365591,browse,no_browse,browse_to_add_to_consider,browse_to_add_to_consider,browse_to_add_to_consider,browse_to_purchase,browse_to_purchase
287734,directly_add_to_consider,no_browse,no_browse,no_browse,no_browse,browse_to_add_to_consider,browse_to_purchase
234015,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
248990,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
142796,directly_add_to_consider,no_browse,directly_add_to_consider,directly_add_to_consider,no_browse,directly_add_to_consider,directly_purchase
333480,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
187486,browse,browse_to_add_to_consider,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
367127,directly_purchase,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
14206,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
66722,browse_to_add_to_consider,directly_add_to_consider,no_browse,no_browse,browse_to_add_to_consider,no_browse,browse_to_purchase
244648,browse_to_add_to_consider,no_browse,directly_add_to_consider,directly_add_to_consider,no_browse,no_browse,browse_to_purchase
364360,browse,no_browse,browse_to_purchase,no_browse,browse,browse_to_purchase,browse_to_purchase
364633,directly_add_to_consider,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
65146,browse_to_add_to_consider,no_browse,directly_add_to_consider,directly_add_to_consider,browse,no_browse,browse_to_purchase
12367,browse_to_add_to_consider,no_browse,browse,browse,no_browse,no_browse,directly_purchase
206374,directly_add_to_consider,no_browse,no_browse,no_browse,no_browse,directly_add_to_consider,directly_purchase
178246,browse,browse_to_add_to_consider,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
110279,browse_to_purchase,browse_to_add_to_consider,browse_to_add_to_consider,no_browse,no_browse,browse_to_add_to_consider,browse_to_purchase
32278,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
72347,browse,no_browse,no_browse,no_browse,no_browse,browse,browse_to_purchase
302675,browse,no_browse,browse_to_add_to_consider,no_browse,no_browse,browse_to_purchase,browse_to_purchase
401537,directly_add_to_consider,no_browse,directly_add_to_consider,no_browse,browse_to_add_to_consider,no_browse,browse_to_purchase
58843,directly_add_to_consider,directly_add_to_consider,no_browse,browse,no_browse,no_browse,browse_to_purchase
234541,browse_to_add_to_consider,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
263270,directly_add_to_consider,no_browse,directly_add_to_consider,directly_add_to_consider,no_browse,browse_to_add_to_consider,browse_to_purchase
304532,directly_add_to_consider,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
74054,browse,browse,no_browse,directly_add_to_consider,no_browse,directly_purchase,browse_to_purchase
51444,browse_to_purchase,no_browse,browse,no_browse,no_browse,no_browse,browse_to_purchase
256556,browse,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
142139,browse_to_purchase,no_browse,no_browse,browse,no_browse,no_browse,browse_to_purchase
65868,directly_add_to_consider,no_browse,no_browse,no_browse,no_browse,no_browse,browse_to_purchase
288797,directly_add_to_consider,no_browse,no_browse,no_browse,no_browse,browse,browse_to_purchase
