"user_id","day_0","day_1","day_2","day_3","day_4","day_5","day_6","hcut_cluster"
244325,"browse_to_purchase","no_browse","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
305937,"browse","no_browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster6"
328964,"browse","no_browse","browse_to_purchase","no_browse","no_browse","browse","browse_to_purchase","Cluster5"
77455,"directly_add_to_consider","no_browse","browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
110891,"browse","no_browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
25107,"browse","no_browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster6"
83823,"browse","no_browse","no_browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
120898,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
324617,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
342212,"browse_to_purchase","no_browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster2"
194034,"browse","no_browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster6"
96279,"browse_to_add_to_consider","browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
161207,"browse","no_browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster6"
64031,"browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster4"
91226,"directly_purchase","browse_to_purchase","no_browse","no_browse","browse_to_purchase","no_browse","browse_to_purchase","Cluster2"
201070,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
217311,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
41609,"directly_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster8"
154054,"browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
146343,"browse","no_browse","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
343905,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
234758,"browse","no_browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster6"
291705,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
394018,"browse_to_add_to_consider","no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
354950,"browse","browse_to_add_to_consider","browse_to_add_to_consider","no_browse","no_browse","browse","browse_to_purchase","Cluster6"
308426,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
100116,"browse_to_add_to_consider","no_browse","browse","browse_to_add_to_consider","no_browse","no_browse","browse_to_purchase","Cluster4"
5360,"browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
125290,"browse","no_browse","browse","no_browse","browse","no_browse","browse_to_purchase","Cluster1"
255984,"browse","no_browse","no_browse","no_browse","no_browse","directly_add_to_consider","browse_to_purchase","Cluster8"
223733,"browse","no_browse","browse_to_purchase","no_browse","browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
92006,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
328175,"browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
403796,"browse","no_browse","browse","no_browse","browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
138624,"browse_to_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
117174,"browse_to_add_to_consider","no_browse","browse","browse_to_add_to_consider","browse","browse","browse_to_purchase","Cluster1"
232808,"browse","no_browse","no_browse","no_browse","browse","browse","browse_to_purchase","Cluster6"
150016,"browse","no_browse","browse_to_add_to_consider","no_browse","no_browse","browse_to_add_to_consider","directly_purchase","Cluster7"
232761,"browse_to_add_to_consider","browse","no_browse","browse_to_add_to_consider","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
98852,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
170945,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
46845,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
158089,"browse_to_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
101760,"browse_to_purchase","browse_to_add_to_consider","browse_to_add_to_consider","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
270374,"browse","no_browse","browse","no_browse","no_browse","browse","browse_to_purchase","Cluster6"
167645,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
388125,"browse_to_add_to_consider","no_browse","no_browse","directly_add_to_consider","browse_to_purchase","no_browse","browse_to_purchase","Cluster8"
350597,"browse_to_add_to_consider","browse_to_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
179987,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
343344,"browse_to_purchase","no_browse","no_browse","browse_to_add_to_consider","no_browse","no_browse","browse_to_purchase","Cluster4"
392484,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
172255,"browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
229177,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
111110,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
60551,"browse_to_purchase","no_browse","no_browse","no_browse","no_browse","browse","directly_purchase","Cluster7"
104463,"browse","no_browse","no_browse","browse","browse","browse","browse_to_purchase","Cluster6"
109567,"browse","browse","browse_to_purchase","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
368415,"browse","no_browse","browse_to_add_to_consider","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
121070,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
68095,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
210104,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
260734,"browse_to_purchase","no_browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster2"
363273,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
405135,"browse_to_purchase","browse_to_purchase","browse_to_purchase","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
109512,"browse_to_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
31294,"directly_add_to_consider","no_browse","no_browse","no_browse","directly_add_to_consider","no_browse","browse_to_purchase","Cluster8"
266927,"browse","no_browse","no_browse","browse","no_browse","no_browse","directly_purchase","Cluster7"
165436,"browse","no_browse","browse","no_browse","no_browse","browse","browse_to_purchase","Cluster6"
371760,"browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_add_to_consider","browse_to_add_to_consider","browse_to_purchase","Cluster4"
382486,"browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
187636,"directly_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster5"
162705,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
115877,"browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
68488,"directly_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster5"
36864,"browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
179130,"directly_purchase","no_browse","no_browse","no_browse","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster4"
395505,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
290465,"browse_to_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
240404,"browse","no_browse","browse_to_purchase","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
137446,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
167590,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
256692,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
68950,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
33041,"browse","no_browse","browse","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
292163,"browse","no_browse","browse_to_add_to_consider","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
168056,"directly_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster5"
217413,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
309633,"browse_to_purchase","no_browse","no_browse","browse_to_add_to_consider","no_browse","no_browse","browse_to_purchase","Cluster4"
305950,"browse","no_browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster6"
331825,"browse","no_browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster6"
378332,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
317177,"browse","no_browse","no_browse","no_browse","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster4"
101812,"browse_to_purchase","browse","no_browse","browse","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster1"
194981,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
135136,"browse_to_add_to_consider","no_browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster2"
361403,"browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
145262,"browse_to_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
278734,"browse","no_browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster6"
163329,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
238377,"browse","no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
301195,"browse","no_browse","no_browse","browse_to_purchase","no_browse","no_browse","directly_purchase","Cluster7"
245065,"browse","no_browse","browse_to_purchase","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
398147,"browse","no_browse","browse","no_browse","browse_to_purchase","browse","browse_to_purchase","Cluster6"
15969,"browse","no_browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster6"
156742,"browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
77291,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
301711,"browse_to_add_to_consider","browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
110762,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
328668,"browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
55426,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
111877,"browse","no_browse","browse_to_add_to_consider","no_browse","no_browse","no_browse","browse_to_purchase","Cluster4"
354843,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
250698,"browse_to_purchase","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
230295,"browse","no_browse","no_browse","no_browse","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster4"
176862,"browse_to_purchase","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
361663,"browse_to_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
239718,"browse","no_browse","no_browse","browse_to_add_to_consider","no_browse","browse","browse_to_purchase","Cluster4"
41537,"browse","browse_to_add_to_consider","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster6"
302693,"directly_add_to_consider","directly_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster8"
85270,"directly_add_to_consider","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster8"
10804,"browse_to_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
23715,"directly_add_to_consider","no_browse","no_browse","no_browse","no_browse","no_browse","directly_purchase","Cluster7"
251725,"browse","no_browse","no_browse","no_browse","browse","browse","browse_to_purchase","Cluster6"
199671,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
422333,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
151950,"browse","no_browse","no_browse","browse","no_browse","browse","browse_to_purchase","Cluster6"
61335,"browse","no_browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster6"
278542,"directly_add_to_consider","no_browse","no_browse","directly_add_to_consider","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster4"
325993,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
185776,"browse_to_purchase","no_browse","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
117776,"directly_add_to_consider","no_browse","no_browse","no_browse","browse_to_add_to_consider","no_browse","browse_to_purchase","Cluster4"
348645,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
302971,"browse","no_browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster6"
232146,"directly_add_to_consider","no_browse","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster8"
149719,"browse_to_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
150901,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
398795,"browse","no_browse","browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
192686,"browse_to_add_to_consider","no_browse","no_browse","browse_to_add_to_consider","browse_to_add_to_consider","browse_to_add_to_consider","browse_to_purchase","Cluster4"
359610,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
208238,"browse","no_browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster6"
364761,"browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
74826,"browse","no_browse","browse_to_purchase","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
386188,"browse","no_browse","no_browse","no_browse","browse","no_browse","browse_to_purchase","Cluster6"
211944,"browse","browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster6"
44697,"browse","no_browse","no_browse","browse","browse","browse","browse_to_purchase","Cluster6"
44060,"browse","no_browse","browse","browse","no_browse","no_browse","browse_to_purchase","Cluster1"
416067,"browse_to_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
176836,"browse_to_add_to_consider","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
317782,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
168027,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
342774,"browse_to_purchase","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster2"
60206,"browse","no_browse","no_browse","browse_to_add_to_consider","no_browse","browse","browse_to_purchase","Cluster4"
369067,"browse_to_add_to_consider","browse_to_add_to_consider","no_browse","no_browse","browse_to_add_to_consider","browse","browse_to_purchase","Cluster4"
299761,"browse","no_browse","no_browse","no_browse","no_browse","browse","browse_to_purchase","Cluster6"
52351,"browse","no_browse","no_browse","no_browse","no_browse","browse_to_add_to_consider","browse_to_purchase","Cluster3"
58227,"browse","browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
373568,"browse_to_purchase","browse","no_browse","browse","browse_to_purchase","browse_to_purchase","browse_to_purchase","Cluster1"
217623,"browse_to_add_to_consider","no_browse","no_browse","browse","no_browse","no_browse","directly_purchase","Cluster7"
31956,"browse_to_add_to_consider","browse","no_browse","browse_to_add_to_consider","no_browse","no_browse","browse_to_purchase","Cluster4"
344010,"browse","no_browse","no_browse","no_browse","no_browse","no_browse","browse_to_purchase","Cluster6"
